External_Id__c,Status,Parent_Type__c,Type,Description,City__c,Department__c,Division__c,CreatedDate,ClosedDate,Subject,Actual_Parent_Type__c,Actual_Type__c
601375,In Progress,,,CALLER STATES THAT THE FENCE BEHIND HIS HOME IS FALLING DOWN AND HAS HOLES IN IT. PLEASE INSPECT.,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-03-26T08:42:00Z,,CALLER STATES THAT THE FENCE BEHIND HIS HOME IS FALLING DOWN AND HAS HOLES IN IT. PLEASE INSPECT.,NEIGHBORHOOD/SUBDIVISION ISSUES,FENCE LINE/SERVITUDE ISSUES
601544,In Progress,,,"CALLER IS REQUESTING THAT THE DITCH BE DUG OUT SITTING IN FRONT OF HER HPME..., REFUSE ID#",ZACHARY,MAINTENANCE,DRAINAGE MAINTENANCE,2020-03-26T14:57:00Z,,"CALLER IS REQUESTING THAT THE DITCH BE DUG OUT SITTING IN FRONT OF HER HPME..., REFUSE ID#","DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE DRAINAGE ISSUE
611045,In Progress,,,LITTER ON THE STREET AND VACANT LOT AT THE ABOVE CORNER,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-05-04T14:58:00Z,,LITTER ON THE STREET AND VACANT LOT AT THE ABOVE CORNER,STREET/TRAFFIC ISSUES,LITTER FOR PICK-UP ON PUBLIC PROPERTY
601520,In Progress,,,"UNOCCUPIED HOME, GRASS IS OVERGROWN AND TRASH IN THE YARD THAT NEEDS TO BE CLEANED UP.",BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-03-26T14:14:00Z,,"UNOCCUPIED HOME, GRASS IS OVERGROWN AND TRASH IN THE YARD THAT NEEDS TO BE CLEANED UP.",BLIGHTED PROPERTIES,TALL GRASS
601481,In Progress,,,"CALLER IS REQUESTING THAT THE DITCH BE CUT ON STUBB LN...., GAVE ID#",PRIDE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-03-26T12:53:00Z,,"CALLER IS REQUESTING THAT THE DITCH BE CUT ON STUBB LN...., GAVE ID#",MOWING AND TREE ISSUES,REQUEST FOR MOWING
610840,In Progress,,,CALLER STATES THAT ABOVE ADDRESS HAS TALL GRASS AND NEEDS TO BE CUT. GRASS IS HIGH ON THE SIDE AND BACK,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-05-04T11:24:00Z,,CALLER STATES THAT ABOVE ADDRESS HAS TALL GRASS AND NEEDS TO BE CUT. GRASS IS HIGH ON THE SIDE AND BACK,BLIGHTED PROPERTIES,TALL GRASS
610885,In Progress,,,"CALLER IS REQUESTING THAT THE V/L ACROSS FROM 2782 WREN ST. BE CUT ..., GAVE ID#",BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-05-04T12:12:00Z,,"CALLER IS REQUESTING THAT THE V/L ACROSS FROM 2782 WREN ST. BE CUT ..., GAVE ID#",BLIGHTED PROPERTIES,TALL GRASS
601534,In Progress,,,"CALLER IS REQUESTING THAT THE V/H BE TORN DOWN IT IS FALLING IN NEXT DOOR TO 510 S 16TTH ST...., GAVE ID#",BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-03-26T14:38:00Z,,"CALLER IS REQUESTING THAT THE V/H BE TORN DOWN IT IS FALLING IN NEXT DOOR TO 510 S 16TTH ST...., GAVE ID#",BLIGHTED PROPERTIES,PROPERTY NEEDS TO BE CONDEMNED OR TORN DOWN
601528,In Progress,,,DITCHES ON CENTENARY DR ARE CLOGGED AND NEEDS TO BE CLEANED OUT.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-03-26T14:34:00Z,,DITCHES ON CENTENARY DR ARE CLOGGED AND NEEDS TO BE CLEANED OUT.,"DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE DRAINAGE ISSUE
601410,In Progress,,,"CALLLER IS REQUESTING THAT THE V/L NEXT DOOR TO 10755 FIELDCREST DR. BE CLEANED UP...., GAVE ID#",EAST BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-03-26T10:04:00Z,,"CALLLER IS REQUESTING THAT THE V/L NEXT DOOR TO 10755 FIELDCREST DR. BE CLEANED UP...., GAVE ID#",BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY"
601573,In Progress,,,AGAIN THERE IS A PILE OF TRASH IN FRONT OF THE VACANT LOT TO THE LEFT OF 822 N. 38TH ST. THIS IS A SMALL PILE. A LARGER ONE WAS PICKED UP IN JANUARY 2020. WE WILL TRY TO GET THE OVERGROWN LOT MOWED.,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-03-26T16:01:00Z,,AGAIN THERE IS A PILE OF TRASH IN FRONT OF THE VACANT LOT TO THE LEFT OF 822 N. 38TH ST. THIS IS A SMALL PILE. A LARGER ONE WAS PICKED UP IN JANUARY 2020. WE WILL TRY TO GET THE OVERGROWN LOT MOWED.,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
610745,In Progress,,,CALLER STATES THAT A FENCE WAS PUT UP AT 15419 CHICKAMAUGA AVE AND POSSIBLY WITHOUT A PERMIT. PLEASE INSPECT.,BATON ROUGE,DEVELOPMENT,PERMITS & INSPECTIONS,2020-05-04T09:45:00Z,,CALLER STATES THAT A FENCE WAS PUT UP AT 15419 CHICKAMAUGA AVE AND POSSIBLY WITHOUT A PERMIT. PLEASE INSPECT.,BUILDING CODE/ZONING VIOLATIONS,BUILDING CODE VIOLATIONS
601524,In Progress,,,"V/H LOTS OF OLD FURNITURE, GARBAGE BAGS AND MISC TRASH NEEDS TO BE PICKED UP.",BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-03-26T14:29:00Z,,"V/H LOTS OF OLD FURNITURE, GARBAGE BAGS AND MISC TRASH NEEDS TO BE PICKED UP.",GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
601358,In Progress,,,"CALLER IS REQUESTING A PICKUP ON SOME TIRES THAT SOMEONE HAS DUMPED OVERNIGHT NEXT DOOR TO 9945 MERGANZER AVE. IN FRONT OF A V/L..., GAVE ID#",BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-03-26T08:19:00Z,,"CALLER IS REQUESTING A PICKUP ON SOME TIRES THAT SOMEONE HAS DUMPED OVERNIGHT NEXT DOOR TO 9945 MERGANZER AVE. IN FRONT OF A V/L..., GAVE ID#",ENVIRONMENTAL ISSUES,TIRE DUMPING
601446,In Progress,,,MATTRESS BY THE LIGHT POLE NEEDS TO BE PICKED UP. CALLED IN BY A PASSERBY.,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-03-26T11:00:00Z,,MATTRESS BY THE LIGHT POLE NEEDS TO BE PICKED UP. CALLED IN BY A PASSERBY.,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
625269,In Progress,,,NEW RESIDENT RECYCLE CART,EAST BATON ROUGE,ENVIRONMENTAL SERVICES,RECYCLING,2020-06-22T07:22:00Z,,NEW RESIDENT RECYCLE CART,RECYCLING,NEW RESIDENT RECYCLING CART REQUEST
601409,In Progress,,,VACANT LOT TO THE RIGHT OF 717 OLD RAFE MAYER RD IS OVERGROWN AND NEEDS TO BE CUT,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-03-26T10:03:00Z,,VACANT LOT TO THE RIGHT OF 717 OLD RAFE MAYER RD IS OVERGROWN AND NEEDS TO BE CUT,BLIGHTED PROPERTIES,TALL GRASS
610973,In Progress,,,OWNERS INSTALLING NEW FENCE. NOT SURE IF A PERMIT IS POSTED.,BATON ROUGE,DEVELOPMENT,PERMITS & INSPECTIONS,2020-05-04T13:41:00Z,,OWNERS INSTALLING NEW FENCE. NOT SURE IF A PERMIT IS POSTED.,BUILDING CODE/ZONING VIOLATIONS,ZONING CODE VIOLATION
610884,In Progress,,,TALL TREE STUMP LOCATED ON FAIRMONT BETWEEN PERKINS AND BELMONT AVE NEEDS TO BE CUT DOWN. IT IS THE CITY R O W. PLEASE INSPECT.,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-05-04T12:12:00Z,,TALL TREE STUMP LOCATED ON FAIRMONT BETWEEN PERKINS AND BELMONT AVE NEEDS TO BE CUT DOWN. IT IS THE CITY R O W. PLEASE INSPECT.,MOWING AND TREE ISSUES,REQUEST REMOVAL/TRIMMING OF TREE
611143,In Progress,,,A LOT OF TREE DEBRIS IN FRONT OF THE HOUSE SORT OF IN A DITCH BUT NOT REALLY. WILL NEED A BIG TRUCK TO TAKE MOST OF THE TREE BRANCHES AND SUCH OUT,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-05-04T17:45:00Z,,A LOT OF TREE DEBRIS IN FRONT OF THE HOUSE SORT OF IN A DITCH BUT NOT REALLY. WILL NEED A BIG TRUCK TO TAKE MOST OF THE TREE BRANCHES AND SUCH OUT,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
610817,In Progress,,,CAVITY IN THE FRONT OF THE HOUSE BETWEEN THE WATER METER AND THE CURVE.    AFTER JOB IS COMPLETE PLEASE CHANGE TYPE TO  BARRICADE PICK UP ........SO SOMEONE FROM OUR DIVISION CAN PROPERLY PICK UP.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-05-04T11:04:00Z,,CAVITY IN THE FRONT OF THE HOUSE BETWEEN THE WATER METER AND THE CURVE.    AFTER JOB IS COMPLETE PLEASE CHANGE TYPE TO  BARRICADE PICK UP ........SO SOMEONE FROM OUR DIVISION CAN PROPERLY PICK UP.,"DRAINAGE, EROSION, FLOODING OR HOLES",CAVE-IN/SINK HOLE (DRAINAGE RELATED)
610935,In Progress,,,SINKHOLE NEED TO BE REPAIRED IN FRONT OF THE ADDRESS ABOVE,BATON ROUGE,ENVIRONMENTAL SERVICES,WW OPERATIONS,2020-05-04T12:54:00Z,,SINKHOLE NEED TO BE REPAIRED IN FRONT OF THE ADDRESS ABOVE,SEWER/WASTEWATER,CAVE-IN/SINK HOLE (SEWER OR DRAINAGE RELATED)
610785,In Progress,,,DRAINAGE DITCH ON THE EAST SIDE OF THE HOME IS OVERGROWN AND NEEDS TO BE CUT,BAKER,MAINTENANCE,DRAINAGE MAINTENANCE,2020-05-04T10:28:00Z,,DRAINAGE DITCH ON THE EAST SIDE OF THE HOME IS OVERGROWN AND NEEDS TO BE CUT,"DRAINAGE, EROSION, FLOODING OR HOLES",NON-ROADSIDE DRAINAGE ISSUE
624767,In Progress,,,THE R O W ON APPERSON ST AT ALL INTERSECTIONS  IS OVERGROWN IT IS CAUSING A BLID SPOT AT ALL  STOP SIGNS NEED TO BE CUT,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-06-19T09:05:00Z,,THE R O W ON APPERSON ST AT ALL INTERSECTIONS  IS OVERGROWN IT IS CAUSING A BLID SPOT AT ALL  STOP SIGNS NEED TO BE CUT,MOWING AND TREE ISSUES,REQUEST FOR MOWING
610974,In Progress,,,DITCH THAT RUNS IN FRONT OF PROPERTY NEEDS DIGGING OUT,ZACHARY,MAINTENANCE,DRAINAGE MAINTENANCE,2020-05-04T13:44:00Z,,DITCH THAT RUNS IN FRONT OF PROPERTY NEEDS DIGGING OUT,"DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE DRAINAGE ISSUE
610854,In Progress,,,"V/H, YARD IS OVERGROWN AND NEEDS TO BE CUT.",BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-05-04T11:43:00Z,,"V/H, YARD IS OVERGROWN AND NEEDS TO BE CUT.",BLIGHTED PROPERTIES,TALL GRASS
610796,In Progress,,,"ON MAY 2, 2020 AROUND 5:13 PM, ABOUT 30 OLD TIRES WERE DUMPED ONTO THE SIDE OF MY BUSINESS PROPERTY WITHOUT MY CONSENT. WE HAVE SURVEILLANCE FOOTAGE OF VEHICLE (OLD BLUE RUSTY DODGE VAN) ON PROPERTY.",BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-05-04T10:37:00Z,,"ON MAY 2, 2020 AROUND 5:13 PM, ABOUT 30 OLD TIRES WERE DUMPED ONTO THE SIDE OF MY BUSINESS PROPERTY WITHOUT MY CONSENT. WE HAVE SURVEILLANCE FOOTAGE OF VEHICLE (OLD BLUE RUSTY DODGE VAN) ON PROPERTY.",ENVIRONMENTAL ISSUES,TIRE DUMPING
624505,In Progress,,,"CALLER IS REQUESTING THAT THE RUNNING BEHIND HIS HOME BE CUT AND CLEANED OUT...,GAVE ID#",BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-06-18T12:30:00Z,,"CALLER IS REQUESTING THAT THE RUNNING BEHIND HIS HOME BE CUT AND CLEANED OUT...,GAVE ID#","DRAINAGE, EROSION, FLOODING OR HOLES",NON-ROADSIDE VEGETATION IN A DITCH
610930,In Progress,,,TRASH AND DEBRIS IN FRONT OF V/LOT ACROSS FROM 658 MARCELLIOUS LANE,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-05-04T12:48:00Z,,TRASH AND DEBRIS IN FRONT OF V/LOT ACROSS FROM 658 MARCELLIOUS LANE,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
601414,In Progress,,,THERES STANDING WATER IN THE DITCHES. THEY NEED TO BE CLEANED AND DUG OUT. DITCHES LOCATED ON HANKS DR BETWEEN LANIER AND MARIBEL BEHIND THE HOMES ON THE SERVITUDE.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-03-26T10:10:00Z,,THERES STANDING WATER IN THE DITCHES. THEY NEED TO BE CLEANED AND DUG OUT. DITCHES LOCATED ON HANKS DR BETWEEN LANIER AND MARIBEL BEHIND THE HOMES ON THE SERVITUDE.,"DRAINAGE, EROSION, FLOODING OR HOLES",NON-ROADSIDE DRAINAGE ISSUE
625252,In Progress,,,TRASH PILE NEEDS TO BE PICKED UP,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-06-21T16:41:00Z,,TRASH PILE NEEDS TO BE PICKED UP,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
601530,In Progress,,,NEED DITCHES CLEANED ASAP,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-03-26T14:35:00Z,,NEED DITCHES CLEANED ASAP,"DRAINAGE, EROSION, FLOODING OR HOLES",REQUEST REMOVAL OF DEBRIS IN A DITCH/WATERWAY
601529,In Progress,,,NEED DITCHES CLEANED ASAP,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-03-26T14:34:00Z,,NEED DITCHES CLEANED ASAP,"DRAINAGE, EROSION, FLOODING OR HOLES",REQUEST REMOVAL OF DEBRIS IN A DITCH/WATERWAY
601532,In Progress,,,NEED DITCHES CLEANED ASAP,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-03-26T14:35:00Z,,NEED DITCHES CLEANED ASAP,"DRAINAGE, EROSION, FLOODING OR HOLES",REQUEST REMOVAL OF DEBRIS IN A DITCH/WATERWAY
601540,In Progress,,,WATER IN FRONT YARD THAT IS NOT DRAINING,BATON ROUGE,ENVIRONMENTAL SERVICES,WW OPERATIONS,2020-03-26T14:45:00Z,,WATER IN FRONT YARD THAT IS NOT DRAINING,SEWER/WASTEWATER,CAVE-IN/SINK HOLE (SEWER OR DRAINAGE RELATED)
601703,In Progress,,,CALLER STATES THAT HER NEIGHBOR IS BUILDING A GARAGE TOO CLOSE TO THE PROPERTY LINE. THE NEIGHBOR WAS GRANTED A WAIVER. CALLER STATES THAT THERE IS A 10 FOOT UTILITY SERIVITUDE THAT GOES FROM THE BACK TO THE FRONT OF THE PROPERTY.,BATON ROUGE,DEVELOPMENT,PERMITS & INSPECTIONS,2020-03-27T10:50:00Z,,CALLER STATES THAT HER NEIGHBOR IS BUILDING A GARAGE TOO CLOSE TO THE PROPERTY LINE. THE NEIGHBOR WAS GRANTED A WAIVER. CALLER STATES THAT THERE IS A 10 FOOT UTILITY SERIVITUDE THAT GOES FROM THE BACK TO THE FRONT OF THE PROPERTY.,BUILDING CODE/ZONING VIOLATIONS,BUILDING CODE VIOLATIONS
610747,In Progress,,,CALLER STATES THAT A FENCE WAS PUT UP AT 5655 VICKSBURG AND POSSIBLY WITHOUT A PERMIT. PLEASE INSPECT.,BATON ROUGE,DEVELOPMENT,PERMITS & INSPECTIONS,2020-05-04T09:46:00Z,,CALLER STATES THAT A FENCE WAS PUT UP AT 5655 VICKSBURG AND POSSIBLY WITHOUT A PERMIT. PLEASE INSPECT.,BUILDING CODE/ZONING VIOLATIONS,BUILDING CODE VIOLATIONS
601629,In Progress,,,TRASH IN YARD,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-03-27T07:35:00Z,,TRASH IN YARD,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY"
610774,In Progress,,,"CALLER IS REQUESTING THAT THE GRASS BE CUT ..., GAVE ID#",BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-05-04T10:14:00Z,,"CALLER IS REQUESTING THAT THE GRASS BE CUT ..., GAVE ID#",MOWING AND TREE ISSUES,REQUEST FOR MOWING
641681,In Progress,,,PLEASE PICK UP TRASH ON EMPTY LOT ON THE STREET NEXT TO BLDG. 22.,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-08-05T11:09:00Z,,PLEASE PICK UP TRASH ON EMPTY LOT ON THE STREET NEXT TO BLDG. 22.,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
601853,In Progress,,,WATER IN BACK OF PROPERTY IS NOT DRAINING AS IT SHOULD. BACKING UP INTO YARD.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-03-27T16:11:00Z,,WATER IN BACK OF PROPERTY IS NOT DRAINING AS IT SHOULD. BACKING UP INTO YARD.,"DRAINAGE, EROSION, FLOODING OR HOLES",NON-ROADSIDE DRAINAGE ISSUE
601699,In Progress,,,TRASH (FURNITURE) IN FRONT OF THE VACANT LOT NEXT TO 1121 SIMMS NEEDS TO BE REMOVED,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-03-27T10:42:00Z,,TRASH (FURNITURE) IN FRONT OF THE VACANT LOT NEXT TO 1121 SIMMS NEEDS TO BE REMOVED,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
610887,In Progress,,,NEED TRASH PICK-UP (SEE PICS),BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-05-04T12:13:00Z,,NEED TRASH PICK-UP (SEE PICS),GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
601680,In Progress,,,DITCH IN FRONT OF 6444 FEATHER NEST LN IS CLOGGED AND NOT ALLOWING WATER TO FLOW. PLEASE INSPECT.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-03-27T10:14:00Z,,DITCH IN FRONT OF 6444 FEATHER NEST LN IS CLOGGED AND NOT ALLOWING WATER TO FLOW. PLEASE INSPECT.,"DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE DRAINAGE ISSUE
601834,In Progress,,,CALLER IS REQUESTING TO HAVE THE VACANT BRICK BUILDING AT THE CORNER OF GUS YOUNG AND N ACADIAN CONDEMNED,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-03-27T15:09:00Z,,CALLER IS REQUESTING TO HAVE THE VACANT BRICK BUILDING AT THE CORNER OF GUS YOUNG AND N ACADIAN CONDEMNED,BLIGHTED PROPERTIES,PROPERTY NEEDS TO BE CONDEMNED OR TORN DOWN
601701,In Progress,,,"CALLER IS REQUESTING THAT THE TWO PILES OF JUNK AND TRASH BE PICKED UP OFF OF TIGER BEND RD. JUST PASS ELLIOT RD..., GAVE ID#",EAST BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-03-27T10:47:00Z,,"CALLER IS REQUESTING THAT THE TWO PILES OF JUNK AND TRASH BE PICKED UP OFF OF TIGER BEND RD. JUST PASS ELLIOT RD..., GAVE ID#",GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
601866,In Progress,,,"THERE ARE 2 DEBRIS PILES IN THE RIGHT OF WAY NEAR TIGER BEND AND E. ACHORD, THAT HAVE BEEN DUMPED.",EAST BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-03-27T17:54:00Z,,"THERE ARE 2 DEBRIS PILES IN THE RIGHT OF WAY NEAR TIGER BEND AND E. ACHORD, THAT HAVE BEEN DUMPED.",GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
601814,In Progress,,,LARGE GRAVEL TRUCK PARKED IN THE DRIVEWAY AT THIS ADDRESS. IT NEEDS TO BE REMOVED.,BATON ROUGE,DEVELOPMENT,PERMITS & INSPECTIONS,2020-03-27T14:20:00Z,,LARGE GRAVEL TRUCK PARKED IN THE DRIVEWAY AT THIS ADDRESS. IT NEEDS TO BE REMOVED.,BUILDING CODE/ZONING VIOLATIONS,ZONING CODE VIOLATION
601765,In Progress,,,"CALLER STATES THAT SOMEONE HAS DUMPED A PILE OF TRASH AND JUNK AT THE ABOVE LOCATION THAT NEEDS TO BE REMOVED OFF OF THE CITY R O  W ..., GAVE ID#",BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-03-27T12:44:00Z,,"CALLER STATES THAT SOMEONE HAS DUMPED A PILE OF TRASH AND JUNK AT THE ABOVE LOCATION THAT NEEDS TO BE REMOVED OFF OF THE CITY R O  W ..., GAVE ID#",GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
601773,In Progress,,,CALLER IS REQUESTING THAT THE DITCH BE CUT SITTING IN FRONT.....REFUSE ID#,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-03-27T13:01:00Z,,CALLER IS REQUESTING THAT THE DITCH BE CUT SITTING IN FRONT.....REFUSE ID#,MOWING AND TREE ISSUES,REQUEST FOR MOWING
601690,In Progress,,,THERE IS A LARGE SINK HOLE AT THE SEWER MANHOLE THAT IS ACCESSIBLE FROM BEHIND THIS HOUSE.   AFTER JOB IS COMPLETE PLEASE CHANGE TYPE TO  BARRICADE PICK UP ........SO SOMEONE FROM OUR DIVISION CAN PROPERLY PICK UP.,BATON ROUGE,ENVIRONMENTAL SERVICES,WW OPERATIONS,2020-03-27T10:24:00Z,,THERE IS A LARGE SINK HOLE AT THE SEWER MANHOLE THAT IS ACCESSIBLE FROM BEHIND THIS HOUSE.   AFTER JOB IS COMPLETE PLEASE CHANGE TYPE TO  BARRICADE PICK UP ........SO SOMEONE FROM OUR DIVISION CAN PROPERLY PICK UP.,SEWER/WASTEWATER,CAVE-IN/SINK HOLE (SEWER OR DRAINAGE RELATED)
610886,In Progress,,,V/LOT ON THE RIGHT OF 3619 SHERWOOD ST HAS TRASH AND DEBRIS PILED IN FRONT,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-05-04T12:13:00Z,,V/LOT ON THE RIGHT OF 3619 SHERWOOD ST HAS TRASH AND DEBRIS PILED IN FRONT,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
610863,In Progress,,,"CALLER STATES THAT THERE IS STANDING WATER IN THE DITCH SITTING TO THE SIDE OF HER HOME..., GAVE ID#",BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-05-04T11:50:00Z,,"CALLER STATES THAT THERE IS STANDING WATER IN THE DITCH SITTING TO THE SIDE OF HER HOME..., GAVE ID#","DRAINAGE, EROSION, FLOODING OR HOLES",STANDING WATER
611024,In Progress,,,THERE IS BEHIND MY HOME AND MY NEIGHBORS HOME. ITS CAUSING ALL KIND OF RODENTS TO COME INTO MY YARD. WE WOULD LIKE FOR THIS TO BE CUT DOWN.,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-05-04T14:35:00Z,,THERE IS BEHIND MY HOME AND MY NEIGHBORS HOME. ITS CAUSING ALL KIND OF RODENTS TO COME INTO MY YARD. WE WOULD LIKE FOR THIS TO BE CUT DOWN.,BLIGHTED PROPERTIES,TALL GRASS
601931,In Progress,,,SHOPPING CART AT CORNER OF CROSSWALK TO BREC TRAIL,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-03-29T08:26:00Z,,SHOPPING CART AT CORNER OF CROSSWALK TO BREC TRAIL,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
624870,In Progress,,,VACANT LOT IS OVERGROWN AND NEED TO BE CUT,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-06-19T11:33:00Z,,VACANT LOT IS OVERGROWN AND NEED TO BE CUT,BLIGHTED PROPERTIES,TALL GRASS
601942,In Progress,,,TRASH AND DEBRIS PILED IN FRONT OF ABANDONED PROPERTY,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-03-29T12:05:00Z,,TRASH AND DEBRIS PILED IN FRONT OF ABANDONED PROPERTY,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
601947,In Progress,,,NO ONE APPEARS TO LIVE HERE,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-03-29T15:38:00Z,,NO ONE APPEARS TO LIVE HERE,BLIGHTED PROPERTIES,TALL GRASS
601938,In Progress,,,TRASH AND DEBRIS AT THE BASE OF THE BRIDGE OF JACKSON ROAD IN ZACHARY NEAR  THE EAST OF 15337 JACKSON ROAD THE ADDRESS ON THE WEST IS 15084 JACKSON ROAD NEAR THE CANAL,ZACHARY,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-03-29T10:36:00Z,,TRASH AND DEBRIS AT THE BASE OF THE BRIDGE OF JACKSON ROAD IN ZACHARY NEAR  THE EAST OF 15337 JACKSON ROAD THE ADDRESS ON THE WEST IS 15084 JACKSON ROAD NEAR THE CANAL,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
625242,In Progress,,,PROPERTY NEEDS MOWING,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-06-21T13:04:00Z,,PROPERTY NEEDS MOWING,BLIGHTED PROPERTIES,TALL GRASS
624602,In Progress,,,REQUEST TRASH PICKUP ON SIDE OF ROAD,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-06-18T15:18:00Z,,REQUEST TRASH PICKUP ON SIDE OF ROAD,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
625054,In Progress,,,CALLER IS REQUESTING HER RECYCLING CART (SHE IS JUST RETURNING TO HER HOME FROM THE AUGUST 2016 FLOOD).  GAVE CALLER ID NUMBER.,BATON ROUGE,ENVIRONMENTAL SERVICES,RECYCLING,2020-06-19T16:34:00Z,,CALLER IS REQUESTING HER RECYCLING CART (SHE IS JUST RETURNING TO HER HOME FROM THE AUGUST 2016 FLOOD).  GAVE CALLER ID NUMBER.,RECYCLING,STOLEN RECYCLING CART
624453,In Progress,,,THE MEDIAN ON MAPLEWOOD DR AT MCCLELLAND DR IS OVERGROWN NEED TO BE CUT,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-06-18T11:03:00Z,,THE MEDIAN ON MAPLEWOOD DR AT MCCLELLAND DR IS OVERGROWN NEED TO BE CUT,MOWING AND TREE ISSUES,REQUEST FOR MOWING
